Entity,Code,Date,Confirmed COVID-19 deaths per million people (deaths per million),Year,Population density (people per sq. km of land area) (Rate)
Swaziland,SWZ,19-Mar-20,0,2017,79.49151163
Swaziland,SWZ,20-Mar-20,0,2017,79.49151163
Swaziland,SWZ,21-Mar-20,0,2017,79.49151163
Swaziland,SWZ,22-Mar-20,0,2017,79.49151163
Swaziland,SWZ,23-Mar-20,0,2017,79.49151163
Swaziland,SWZ,24-Mar-20,0,2017,79.49151163
Swaziland,SWZ,25-Mar-20,0,2017,79.49151163
Swaziland,SWZ,26-Mar-20,0,2017,79.49151163
Swaziland,SWZ,27-Mar-20,0,2017,79.49151163
Swaziland,SWZ,28-Mar-20,0,2017,79.49151163
Swaziland,SWZ,29-Mar-20,0,2017,79.49151163
Swaziland,SWZ,30-Mar-20,0,2017,79.49151163
Swaziland,SWZ,31-Mar-20,0,2017,79.49151163
Swaziland,SWZ,01-Apr-20,0,2017,79.49151163
Swaziland,SWZ,02-Apr-20,0,2017,79.49151163
Swaziland,SWZ,03-Apr-20,0,2017,79.49151163
Swaziland,SWZ,04-Apr-20,0,2017,79.49151163
Swaziland,SWZ,05-Apr-20,0,2017,79.49151163
Swaziland,SWZ,06-Apr-20,0,2017,79.49151163
Swaziland,SWZ,07-Apr-20,0,2017,79.49151163
Swaziland,SWZ,08-Apr-20,0,2017,79.49151163
Swaziland,SWZ,09-Apr-20,0,2017,79.49151163
Swaziland,SWZ,10-Apr-20,0,2017,79.49151163
Swaziland,SWZ,11-Apr-20,0,2017,79.49151163
Swaziland,SWZ,12-Apr-20,0,2017,79.49151163
Swaziland,SWZ,13-Apr-20,0,2017,79.49151163
Swaziland,SWZ,14-Apr-20,0,2017,79.49151163
Swaziland,SWZ,15-Apr-20,0,2017,79.49151163
Swaziland,SWZ,16-Apr-20,0,2017,79.49151163
Swaziland,SWZ,17-Apr-20,0,2017,79.49151163
Swaziland,SWZ,18-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,19-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,20-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,21-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,22-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,23-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,24-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,25-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,26-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,27-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,28-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,29-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,30-Apr-20,0.862,2017,79.49151163
Swaziland,SWZ,01-May-20,0.862,2017,79.49151163
Swaziland,SWZ,02-May-20,0.862,2017,79.49151163
Swaziland,SWZ,03-May-20,0.862,2017,79.49151163
Swaziland,SWZ,04-May-20,0.862,2017,79.49151163
Swaziland,SWZ,05-May-20,0.862,2017,79.49151163
Swaziland,SWZ,06-May-20,0.862,2017,79.49151163
Swaziland,SWZ,07-May-20,1.724,2017,79.49151163
Swaziland,SWZ,08-May-20,1.724,2017,79.49151163
Swaziland,SWZ,09-May-20,1.724,2017,79.49151163
Swaziland,SWZ,10-May-20,1.724,2017,79.49151163
Swaziland,SWZ,11-May-20,1.724,2017,79.49151163
Swaziland,SWZ,12-May-20,1.724,2017,79.49151163
Swaziland,SWZ,13-May-20,1.724,2017,79.49151163
Swaziland,SWZ,14-May-20,1.724,2017,79.49151163
Swaziland,SWZ,15-May-20,1.724,2017,79.49151163
Swaziland,SWZ,16-May-20,1.724,2017,79.49151163
Swaziland,SWZ,17-May-20,1.724,2017,79.49151163
Swaziland,SWZ,18-May-20,1.724,2017,79.49151163
Swaziland,SWZ,19-May-20,1.724,2017,79.49151163
Swaziland,SWZ,20-May-20,1.724,2017,79.49151163
Swaziland,SWZ,21-May-20,1.724,2017,79.49151163
Swaziland,SWZ,22-May-20,1.724,2017,79.49151163
Swaziland,SWZ,23-May-20,1.724,2017,79.49151163
Swaziland,SWZ,24-May-20,1.724,2017,79.49151163
Swaziland,SWZ,25-May-20,1.724,2017,79.49151163
Swaziland,SWZ,26-May-20,1.724,2017,79.49151163
Swaziland,SWZ,27-May-20,1.724,2017,79.49151163
Swaziland,SWZ,28-May-20,1.724,2017,79.49151163
Swaziland,SWZ,29-May-20,1.724,2017,79.49151163
Swaziland,SWZ,30-May-20,1.724,2017,79.49151163
Sweden,SWE,31-Dec-19,0,2017,24.71764504
Sweden,SWE,01-Jan-20,0,2017,24.71764504
Sweden,SWE,02-Jan-20,0,2017,24.71764504
Sweden,SWE,03-Jan-20,0,2017,24.71764504
Sweden,SWE,04-Jan-20,0,2017,24.71764504
Sweden,SWE,05-Jan-20,0,2017,24.71764504
Sweden,SWE,06-Jan-20,0,2017,24.71764504
Sweden,SWE,07-Jan-20,0,2017,24.71764504
Sweden,SWE,08-Jan-20,0,2017,24.71764504
Sweden,SWE,09-Jan-20,0,2017,24.71764504
Sweden,SWE,10-Jan-20,0,2017,24.71764504
Sweden,SWE,11-Jan-20,0,2017,24.71764504
Sweden,SWE,12-Jan-20,0,2017,24.71764504
Sweden,SWE,13-Jan-20,0,2017,24.71764504
Sweden,SWE,14-Jan-20,0,2017,24.71764504
Sweden,SWE,15-Jan-20,0,2017,24.71764504
Sweden,SWE,16-Jan-20,0,2017,24.71764504
Sweden,SWE,17-Jan-20,0,2017,24.71764504
Sweden,SWE,18-Jan-20,0,2017,24.71764504
Sweden,SWE,19-Jan-20,0,2017,24.71764504
Sweden,SWE,20-Jan-20,0,2017,24.71764504
Sweden,SWE,21-Jan-20,0,2017,24.71764504
Sweden,SWE,22-Jan-20,0,2017,24.71764504
Sweden,SWE,23-Jan-20,0,2017,24.71764504
Sweden,SWE,24-Jan-20,0,2017,24.71764504
Sweden,SWE,25-Jan-20,0,2017,24.71764504
Sweden,SWE,26-Jan-20,0,2017,24.71764504
Sweden,SWE,27-Jan-20,0,2017,24.71764504
Sweden,SWE,28-Jan-20,0,2017,24.71764504
Sweden,SWE,29-Jan-20,0,2017,24.71764504
Sweden,SWE,30-Jan-20,0,2017,24.71764504
Sweden,SWE,31-Jan-20,0,2017,24.71764504
Sweden,SWE,01-Feb-20,0,2017,24.71764504
Sweden,SWE,02-Feb-20,0,2017,24.71764504
Sweden,SWE,03-Feb-20,0,2017,24.71764504
Sweden,SWE,04-Feb-20,0,2017,24.71764504
Sweden,SWE,05-Feb-20,0,2017,24.71764504
Sweden,SWE,06-Feb-20,0,2017,24.71764504
Sweden,SWE,07-Feb-20,0,2017,24.71764504
Sweden,SWE,08-Feb-20,0,2017,24.71764504
Sweden,SWE,09-Feb-20,0,2017,24.71764504
Sweden,SWE,10-Feb-20,0,2017,24.71764504
Sweden,SWE,11-Feb-20,0,2017,24.71764504
Sweden,SWE,12-Feb-20,0,2017,24.71764504
Sweden,SWE,13-Feb-20,0,2017,24.71764504
Sweden,SWE,14-Feb-20,0,2017,24.71764504
Sweden,SWE,15-Feb-20,0,2017,24.71764504
Sweden,SWE,16-Feb-20,0,2017,24.71764504
Sweden,SWE,17-Feb-20,0,2017,24.71764504
Sweden,SWE,18-Feb-20,0,2017,24.71764504
Sweden,SWE,19-Feb-20,0,2017,24.71764504
Sweden,SWE,20-Feb-20,0,2017,24.71764504
Sweden,SWE,21-Feb-20,0,2017,24.71764504
Sweden,SWE,22-Feb-20,0,2017,24.71764504
Sweden,SWE,23-Feb-20,0,2017,24.71764504
Sweden,SWE,24-Feb-20,0,2017,24.71764504
Sweden,SWE,25-Feb-20,0,2017,24.71764504
Sweden,SWE,26-Feb-20,0,2017,24.71764504
Sweden,SWE,27-Feb-20,0,2017,24.71764504
Sweden,SWE,28-Feb-20,0,2017,24.71764504
Sweden,SWE,29-Feb-20,0,2017,24.71764504
Sweden,SWE,01-Mar-20,0,2017,24.71764504
Sweden,SWE,02-Mar-20,0,2017,24.71764504
Sweden,SWE,03-Mar-20,0,2017,24.71764504
Sweden,SWE,04-Mar-20,0,2017,24.71764504
Sweden,SWE,05-Mar-20,0,2017,24.71764504
Sweden,SWE,06-Mar-20,0,2017,24.71764504
Sweden,SWE,07-Mar-20,0,2017,24.71764504
Sweden,SWE,08-Mar-20,0,2017,24.71764504
Sweden,SWE,09-Mar-20,0,2017,24.71764504
Sweden,SWE,10-Mar-20,0,2017,24.71764504
Sweden,SWE,11-Mar-20,0,2017,24.71764504
Sweden,SWE,12-Mar-20,0.099,2017,24.71764504
Sweden,SWE,13-Mar-20,0.099,2017,24.71764504
Sweden,SWE,14-Mar-20,0.099,2017,24.71764504
Sweden,SWE,15-Mar-20,0.099,2017,24.71764504
Sweden,SWE,16-Mar-20,0.297,2017,24.71764504
Sweden,SWE,17-Mar-20,0.693,2017,24.71764504
Sweden,SWE,18-Mar-20,0.792,2017,24.71764504
Sweden,SWE,19-Mar-20,0.99,2017,24.71764504
Sweden,SWE,20-Mar-20,0.99,2017,24.71764504
Sweden,SWE,21-Mar-20,1.584,2017,24.71764504
Sweden,SWE,22-Mar-20,1.98,2017,24.71764504
Sweden,SWE,23-Mar-20,2.079,2017,24.71764504
Sweden,SWE,24-Mar-20,2.475,2017,24.71764504
Sweden,SWE,25-Mar-20,3.565,2017,24.71764504
Sweden,SWE,26-Mar-20,4.159,2017,24.71764504
Sweden,SWE,27-Mar-20,6.535,2017,24.71764504
Sweden,SWE,28-Mar-20,9.11,2017,24.71764504
Sweden,SWE,29-Mar-20,10.1,2017,24.71764504
Sweden,SWE,30-Mar-20,10.892,2017,24.71764504
Sweden,SWE,31-Mar-20,14.456,2017,24.71764504
Sweden,SWE,01-Apr-20,17.823,2017,24.71764504
Sweden,SWE,02-Apr-20,23.665,2017,24.71764504
Sweden,SWE,03-Apr-20,27.923,2017,24.71764504
Sweden,SWE,04-Apr-20,32.973,2017,24.71764504
Sweden,SWE,05-Apr-20,36.933,2017,24.71764504
Sweden,SWE,06-Apr-20,39.706,2017,24.71764504
Sweden,SWE,07-Apr-20,47.231,2017,24.71764504
Sweden,SWE,08-Apr-20,58.519,2017,24.71764504
Sweden,SWE,09-Apr-20,68.025,2017,24.71764504
Sweden,SWE,10-Apr-20,78.521,2017,24.71764504
Sweden,SWE,11-Apr-20,86.145,2017,24.71764504
Sweden,SWE,12-Apr-20,87.828,2017,24.71764504
Sweden,SWE,13-Apr-20,89.016,2017,24.71764504
Sweden,SWE,14-Apr-20,90.997,2017,24.71764504
Sweden,SWE,15-Apr-20,102.285,2017,24.71764504
Sweden,SWE,16-Apr-20,119.118,2017,24.71764504
Sweden,SWE,17-Apr-20,131.99,2017,24.71764504
Sweden,SWE,18-Apr-20,138.624,2017,24.71764504
Sweden,SWE,19-Apr-20,149.615,2017,24.71764504
Sweden,SWE,20-Apr-20,152.486,2017,24.71764504
Sweden,SWE,21-Apr-20,156.447,2017,24.71764504
Sweden,SWE,22-Apr-20,174.765,2017,24.71764504
Sweden,SWE,23-Apr-20,191.796,2017,24.71764504
Sweden,SWE,24-Apr-20,200.113,2017,24.71764504
Sweden,SWE,25-Apr-20,213.085,2017,24.71764504
Sweden,SWE,26-Apr-20,217.045,2017,24.71764504
Sweden,SWE,27-Apr-20,217.243,2017,24.71764504
Sweden,SWE,28-Apr-20,225.165,2017,24.71764504
Sweden,SWE,29-Apr-20,233.185,2017,24.71764504
Sweden,SWE,30-Apr-20,243.78,2017,24.71764504
Sweden,SWE,01-May-20,256.058,2017,24.71764504
Sweden,SWE,02-May-20,262.692,2017,24.71764504
Sweden,SWE,03-May-20,264.277,2017,24.71764504
Sweden,SWE,04-May-20,265.267,2017,24.71764504
Sweden,SWE,05-May-20,274.178,2017,24.71764504
Sweden,SWE,06-May-20,282.595,2017,24.71764504
Sweden,SWE,07-May-20,291.209,2017,24.71764504
Sweden,SWE,08-May-20,301.012,2017,24.71764504
Sweden,SWE,09-May-20,314.379,2017,24.71764504
Sweden,SWE,10-May-20,318.835,2017,24.71764504
Sweden,SWE,11-May-20,319.33,2017,24.71764504
Sweden,SWE,12-May-20,322.4,2017,24.71764504
Sweden,SWE,13-May-20,328.044,2017,24.71764504
Sweden,SWE,14-May-20,342.599,2017,24.71764504
Sweden,SWE,15-May-20,349.431,2017,24.71764504
Sweden,SWE,16-May-20,361.016,2017,24.71764504
Sweden,SWE,17-May-20,363.789,2017,24.71764504
Sweden,SWE,18-May-20,364.284,2017,24.71764504
Sweden,SWE,19-May-20,366.165,2017,24.71764504
Sweden,SWE,20-May-20,370.621,2017,24.71764504
Sweden,SWE,21-May-20,379.334,2017,24.71764504
Sweden,SWE,22-May-20,383.295,2017,24.71764504
Sweden,SWE,23-May-20,388.642,2017,24.71764504
Sweden,SWE,24-May-20,395.276,2017,24.71764504
Sweden,SWE,25-May-20,395.87,2017,24.71764504
Sweden,SWE,26-May-20,398.94,2017,24.71764504
Sweden,SWE,27-May-20,408.445,2017,24.71764504
Sweden,SWE,28-May-20,417.852,2017,24.71764504
Sweden,SWE,29-May-20,422.407,2017,24.71764504
Sweden,SWE,30-May-20,430.724,2017,24.71764504
Switzerland,CHE,31-Dec-19,0,2017,214.2427624
Switzerland,CHE,01-Jan-20,0,2017,214.2427624
Switzerland,CHE,02-Jan-20,0,2017,214.2427624
Switzerland,CHE,03-Jan-20,0,2017,214.2427624
Switzerland,CHE,04-Jan-20,0,2017,214.2427624
Switzerland,CHE,05-Jan-20,0,2017,214.2427624
Switzerland,CHE,06-Jan-20,0,2017,214.2427624
Switzerland,CHE,07-Jan-20,0,2017,214.2427624
Switzerland,CHE,08-Jan-20,0,2017,214.2427624
Switzerland,CHE,09-Jan-20,0,2017,214.2427624
Switzerland,CHE,10-Jan-20,0,2017,214.2427624
Switzerland,CHE,11-Jan-20,0,2017,214.2427624
Switzerland,CHE,12-Jan-20,0,2017,214.2427624
Switzerland,CHE,13-Jan-20,0,2017,214.2427624
Switzerland,CHE,14-Jan-20,0,2017,214.2427624
Switzerland,CHE,15-Jan-20,0,2017,214.2427624
Switzerland,CHE,16-Jan-20,0,2017,214.2427624
Switzerland,CHE,17-Jan-20,0,2017,214.2427624
Switzerland,CHE,18-Jan-20,0,2017,214.2427624
Switzerland,CHE,19-Jan-20,0,2017,214.2427624
Switzerland,CHE,20-Jan-20,0,2017,214.2427624
Switzerland,CHE,21-Jan-20,0,2017,214.2427624
Switzerland,CHE,22-Jan-20,0,2017,214.2427624
Switzerland,CHE,23-Jan-20,0,2017,214.2427624
Switzerland,CHE,24-Jan-20,0,2017,214.2427624
Switzerland,CHE,25-Jan-20,0,2017,214.2427624
Switzerland,CHE,26-Jan-20,0,2017,214.2427624
Switzerland,CHE,27-Jan-20,0,2017,214.2427624
Switzerland,CHE,28-Jan-20,0,2017,214.2427624
Switzerland,CHE,29-Jan-20,0,2017,214.2427624
Switzerland,CHE,30-Jan-20,0,2017,214.2427624
Switzerland,CHE,31-Jan-20,0,2017,214.2427624
Switzerland,CHE,01-Feb-20,0,2017,214.2427624
Switzerland,CHE,02-Feb-20,0,2017,214.2427624
Switzerland,CHE,03-Feb-20,0,2017,214.2427624
Switzerland,CHE,04-Feb-20,0,2017,214.2427624
Switzerland,CHE,05-Feb-20,0,2017,214.2427624
Switzerland,CHE,06-Feb-20,0,2017,214.2427624
Switzerland,CHE,07-Feb-20,0,2017,214.2427624
Switzerland,CHE,08-Feb-20,0,2017,214.2427624
Switzerland,CHE,09-Feb-20,0,2017,214.2427624
Switzerland,CHE,10-Feb-20,0,2017,214.2427624
Switzerland,CHE,11-Feb-20,0,2017,214.2427624
Switzerland,CHE,12-Feb-20,0,2017,214.2427624
Switzerland,CHE,13-Feb-20,0,2017,214.2427624
Switzerland,CHE,14-Feb-20,0,2017,214.2427624
Switzerland,CHE,15-Feb-20,0,2017,214.2427624
Switzerland,CHE,16-Feb-20,0,2017,214.2427624
Switzerland,CHE,17-Feb-20,0,2017,214.2427624
Switzerland,CHE,18-Feb-20,0,2017,214.2427624
Switzerland,CHE,19-Feb-20,0,2017,214.2427624
Switzerland,CHE,20-Feb-20,0,2017,214.2427624
Switzerland,CHE,21-Feb-20,0,2017,214.2427624
Switzerland,CHE,22-Feb-20,0,2017,214.2427624
Switzerland,CHE,23-Feb-20,0,2017,214.2427624
Switzerland,CHE,24-Feb-20,0,2017,214.2427624
Switzerland,CHE,25-Feb-20,0,2017,214.2427624
Switzerland,CHE,26-Feb-20,0,2017,214.2427624
Switzerland,CHE,27-Feb-20,0,2017,214.2427624
Switzerland,CHE,28-Feb-20,0,2017,214.2427624
Switzerland,CHE,29-Feb-20,0,2017,214.2427624
Switzerland,CHE,01-Mar-20,0,2017,214.2427624
Switzerland,CHE,02-Mar-20,0,2017,214.2427624
Switzerland,CHE,03-Mar-20,0,2017,214.2427624
Switzerland,CHE,04-Mar-20,0,2017,214.2427624
Switzerland,CHE,05-Mar-20,0,2017,214.2427624
Switzerland,CHE,06-Mar-20,0.116,2017,214.2427624
Switzerland,CHE,07-Mar-20,0.116,2017,214.2427624
Switzerland,CHE,08-Mar-20,0.116,2017,214.2427624
Switzerland,CHE,09-Mar-20,0.231,2017,214.2427624
Switzerland,CHE,10-Mar-20,0.231,2017,214.2427624
Switzerland,CHE,11-Mar-20,0.347,2017,214.2427624
Switzerland,CHE,12-Mar-20,0.462,2017,214.2427624
Switzerland,CHE,13-Mar-20,0.462,2017,214.2427624
Switzerland,CHE,14-Mar-20,0.809,2017,214.2427624
Switzerland,CHE,15-Mar-20,1.271,2017,214.2427624
Switzerland,CHE,16-Mar-20,1.502,2017,214.2427624
Switzerland,CHE,17-Mar-20,1.618,2017,214.2427624
Switzerland,CHE,18-Mar-20,2.195,2017,214.2427624
Switzerland,CHE,19-Mar-20,2.426,2017,214.2427624
Switzerland,CHE,20-Mar-20,3.813,2017,214.2427624
Switzerland,CHE,21-Mar-20,4.968,2017,214.2427624
Switzerland,CHE,22-Mar-20,6.471,2017,214.2427624
Switzerland,CHE,23-Mar-20,6.933,2017,214.2427624
Switzerland,CHE,24-Mar-20,7.626,2017,214.2427624
Switzerland,CHE,25-Mar-20,9.937,2017,214.2427624
Switzerland,CHE,26-Mar-20,11.901,2017,214.2427624
Switzerland,CHE,27-Mar-20,18.603,2017,214.2427624
Switzerland,CHE,28-Mar-20,22.762,2017,214.2427624
Switzerland,CHE,29-Mar-20,27.153,2017,214.2427624
Switzerland,CHE,30-Mar-20,29.695,2017,214.2427624
Switzerland,CHE,31-Mar-20,34.086,2017,214.2427624
Switzerland,CHE,01-Apr-20,43.098,2017,214.2427624
Switzerland,CHE,02-Apr-20,43.676,2017,214.2427624
Switzerland,CHE,03-Apr-20,49.916,2017,214.2427624
Switzerland,CHE,04-Apr-20,55.924,2017,214.2427624
Switzerland,CHE,05-Apr-20,62.394,2017,214.2427624
Switzerland,CHE,06-Apr-20,64.59,2017,214.2427624
Switzerland,CHE,07-Apr-20,67.478,2017,214.2427624
Switzerland,CHE,08-Apr-20,74.065,2017,214.2427624
Switzerland,CHE,09-Apr-20,81.459,2017,214.2427624
Switzerland,CHE,10-Apr-20,87.352,2017,214.2427624
Switzerland,CHE,11-Apr-20,93.014,2017,214.2427624
Switzerland,CHE,12-Apr-20,96.018,2017,214.2427624
Switzerland,CHE,13-Apr-20,99.138,2017,214.2427624
Switzerland,CHE,14-Apr-20,99.138,2017,214.2427624
Switzerland,CHE,15-Apr-20,103.991,2017,214.2427624
Switzerland,CHE,16-Apr-20,112.426,2017,214.2427624
Switzerland,CHE,17-Apr-20,117.394,2017,214.2427624
Switzerland,CHE,18-Apr-20,122.247,2017,214.2427624
Switzerland,CHE,19-Apr-20,128.255,2017,214.2427624
Switzerland,CHE,20-Apr-20,131.028,2017,214.2427624
Switzerland,CHE,21-Apr-20,131.837,2017,214.2427624
Switzerland,CHE,22-Apr-20,137.037,2017,214.2427624
Switzerland,CHE,23-Apr-20,140.503,2017,214.2427624
Switzerland,CHE,24-Apr-20,146.396,2017,214.2427624
Switzerland,CHE,25-Apr-20,151.133,2017,214.2427624
Switzerland,CHE,26-Apr-20,153.444,2017,214.2427624
Switzerland,CHE,27-Apr-20,154.368,2017,214.2427624
Switzerland,CHE,28-Apr-20,156.217,2017,214.2427624
Switzerland,CHE,29-Apr-20,159.337,2017,214.2427624
Switzerland,CHE,30-Apr-20,162.572,2017,214.2427624
Switzerland,CHE,01-May-20,164.305,2017,214.2427624
Switzerland,CHE,02-May-20,165.692,2017,214.2427624
Switzerland,CHE,03-May-20,169.389,2017,214.2427624
Switzerland,CHE,04-May-20,170.083,2017,214.2427624
Switzerland,CHE,05-May-20,170.545,2017,214.2427624
Switzerland,CHE,06-May-20,171.238,2017,214.2427624
Switzerland,CHE,07-May-20,173.78,2017,214.2427624
Switzerland,CHE,08-May-20,175.282,2017,214.2427624
Switzerland,CHE,09-May-20,176.207,2017,214.2427624
Switzerland,CHE,10-May-20,176.9,2017,214.2427624
Switzerland,CHE,11-May-20,177.593,2017,214.2427624
Switzerland,CHE,12-May-20,178.171,2017,214.2427624
Switzerland,CHE,13-May-20,180.251,2017,214.2427624
Switzerland,CHE,14-May-20,180.597,2017,214.2427624
Switzerland,CHE,15-May-20,183.486,2017,214.2427624
Switzerland,CHE,16-May-20,184.179,2017,214.2427624
Switzerland,CHE,17-May-20,184.988,2017,214.2427624
Switzerland,CHE,18-May-20,185.103,2017,214.2427624
Switzerland,CHE,19-May-20,185.103,2017,214.2427624
Switzerland,CHE,20-May-20,186.374,2017,214.2427624
Switzerland,CHE,21-May-20,188.223,2017,214.2427624
Switzerland,CHE,22-May-20,189.148,2017,214.2427624
Switzerland,CHE,23-May-20,189.148,2017,214.2427624
Switzerland,CHE,24-May-20,189.61,2017,214.2427624
Switzerland,CHE,25-May-20,189.61,2017,214.2427624
Switzerland,CHE,26-May-20,189.61,2017,214.2427624
Switzerland,CHE,27-May-20,190.303,2017,214.2427624
Switzerland,CHE,28-May-20,190.303,2017,214.2427624
Switzerland,CHE,29-May-20,191.112,2017,214.2427624
Switzerland,CHE,30-May-20,191.343,2017,214.2427624
Syria,SYR,23-Mar-20,0,,
Syria,SYR,24-Mar-20,0,,
Syria,SYR,25-Mar-20,0,,
Syria,SYR,26-Mar-20,0,,
Syria,SYR,27-Mar-20,0,,
Syria,SYR,28-Mar-20,0,,
Syria,SYR,29-Mar-20,0,,
Syria,SYR,30-Mar-20,0.057,,
Syria,SYR,31-Mar-20,0.114,,
Syria,SYR,01-Apr-20,0.114,,
Syria,SYR,02-Apr-20,0.114,,
Syria,SYR,03-Apr-20,0.114,,
Syria,SYR,04-Apr-20,0.114,,
Syria,SYR,05-Apr-20,0.114,,
Syria,SYR,06-Apr-20,0.114,,
Syria,SYR,07-Apr-20,0.114,,
Syria,SYR,08-Apr-20,0.114,,
Syria,SYR,09-Apr-20,0.114,,
Syria,SYR,10-Apr-20,0.114,,
Syria,SYR,11-Apr-20,0.114,,
Syria,SYR,12-Apr-20,0.114,,
Syria,SYR,13-Apr-20,0.114,,
Syria,SYR,14-Apr-20,0.114,,
Syria,SYR,15-Apr-20,0.114,,
Syria,SYR,16-Apr-20,0.114,,
Syria,SYR,17-Apr-20,0.114,,
Syria,SYR,18-Apr-20,0.114,,
Syria,SYR,19-Apr-20,0.114,,
Syria,SYR,20-Apr-20,0.171,,
Syria,SYR,21-Apr-20,0.171,,
Syria,SYR,22-Apr-20,0.171,,
Syria,SYR,23-Apr-20,0.171,,
Syria,SYR,24-Apr-20,0.171,,
Syria,SYR,25-Apr-20,0.171,,
Syria,SYR,26-Apr-20,0.171,,
Syria,SYR,27-Apr-20,0.171,,
Syria,SYR,28-Apr-20,0.171,,
Syria,SYR,29-Apr-20,0.171,,
Syria,SYR,30-Apr-20,0.171,,
Syria,SYR,01-May-20,0.171,,
Syria,SYR,02-May-20,0.171,,
Syria,SYR,03-May-20,0.171,,
Syria,SYR,04-May-20,0.171,,
Syria,SYR,05-May-20,0.171,,
Syria,SYR,06-May-20,0.171,,
Syria,SYR,07-May-20,0.171,,
Syria,SYR,08-May-20,0.171,,
Syria,SYR,09-May-20,0.171,,
Syria,SYR,10-May-20,0.171,,
Syria,SYR,11-May-20,0.171,,
Syria,SYR,12-May-20,0.171,,
Syria,SYR,13-May-20,0.171,,
Syria,SYR,14-May-20,0.171,,
Syria,SYR,15-May-20,0.171,,
Syria,SYR,16-May-20,0.171,,
Syria,SYR,17-May-20,0.171,,
Syria,SYR,18-May-20,0.171,,
Syria,SYR,19-May-20,0.171,,
Syria,SYR,20-May-20,0.171,,
Syria,SYR,21-May-20,0.171,,
Syria,SYR,22-May-20,0.171,,
Syria,SYR,23-May-20,0.229,,
Syria,SYR,24-May-20,0.229,,
Syria,SYR,25-May-20,0.229,,
Syria,SYR,26-May-20,0.229,,
Syria,SYR,27-May-20,0.229,,
Syria,SYR,28-May-20,0.229,,
Syria,SYR,29-May-20,0.229,,
Syria,SYR,30-May-20,0.229,,
Syrian Arab Republic,,31-Dec-19,,2017,99.49282797
Syrian Arab Republic,,01-Jan-20,,2017,99.49282797
Syrian Arab Republic,,02-Jan-20,,2017,99.49282797
Syrian Arab Republic,,03-Jan-20,,2017,99.49282797
Syrian Arab Republic,,04-Jan-20,,2017,99.49282797
Syrian Arab Republic,,05-Jan-20,,2017,99.49282797
Syrian Arab Republic,,06-Jan-20,,2017,99.49282797
Syrian Arab Republic,,07-Jan-20,,2017,99.49282797
Syrian Arab Republic,,08-Jan-20,,2017,99.49282797
Syrian Arab Republic,,09-Jan-20,,2017,99.49282797
Syrian Arab Republic,,10-Jan-20,,2017,99.49282797
Syrian Arab Republic,,11-Jan-20,,2017,99.49282797
Syrian Arab Republic,,12-Jan-20,,2017,99.49282797
Syrian Arab Republic,,13-Jan-20,,2017,99.49282797
Syrian Arab Republic,,14-Jan-20,,2017,99.49282797
Syrian Arab Republic,,15-Jan-20,,2017,99.49282797
Syrian Arab Republic,,16-Jan-20,,2017,99.49282797
Syrian Arab Republic,,17-Jan-20,,2017,99.49282797
Syrian Arab Republic,,18-Jan-20,,2017,99.49282797
Syrian Arab Republic,,19-Jan-20,,2017,99.49282797
Syrian Arab Republic,,20-Jan-20,,2017,99.49282797
Syrian Arab Republic,,21-Jan-20,,2017,99.49282797
Syrian Arab Republic,,22-Jan-20,,2017,99.49282797
Syrian Arab Republic,,23-Jan-20,,2017,99.49282797
Syrian Arab Republic,,24-Jan-20,,2017,99.49282797
Syrian Arab Republic,,25-Jan-20,,2017,99.49282797
Syrian Arab Republic,,26-Jan-20,,2017,99.49282797
Syrian Arab Republic,,27-Jan-20,,2017,99.49282797
Syrian Arab Republic,,28-Jan-20,,2017,99.49282797
Syrian Arab Republic,,29-Jan-20,,2017,99.49282797
Syrian Arab Republic,,30-Jan-20,,2017,99.49282797
Syrian Arab Republic,,31-Jan-20,,2017,99.49282797
Syrian Arab Republic,,01-Feb-20,,2017,99.49282797
Syrian Arab Republic,,02-Feb-20,,2017,99.49282797
Syrian Arab Republic,,03-Feb-20,,2017,99.49282797
Syrian Arab Republic,,04-Feb-20,,2017,99.49282797
Syrian Arab Republic,,05-Feb-20,,2017,99.49282797
Syrian Arab Republic,,06-Feb-20,,2017,99.49282797
Syrian Arab Republic,,07-Feb-20,,2017,99.49282797
Syrian Arab Republic,,08-Feb-20,,2017,99.49282797
Syrian Arab Republic,,09-Feb-20,,2017,99.49282797
Syrian Arab Republic,,10-Feb-20,,2017,99.49282797
Syrian Arab Republic,,11-Feb-20,,2017,99.49282797
Syrian Arab Republic,,12-Feb-20,,2017,99.49282797
Syrian Arab Republic,,13-Feb-20,,2017,99.49282797
Syrian Arab Republic,,14-Feb-20,,2017,99.49282797
